,user_id,method,tide,lap,falls_num,duration,mean_drift_head,std_drift_head,mean_drift_pelvis,std_drift_pelvis,mean_alpha,std_alpha,mean_beta,std_beta
0,10,NoInstructions,LowTide,0,0,19.894,0.6505958818247481,0.30459465216283127,0.8083053561413842,0.33567955520395387,1.0435332591986113,0.12308418017048543,0.2733699467770648,0.07075367518457454
1,10,NoInstructions,LowTide,1,0,17.47,0.8453142556492808,0.39462444205332015,1.0469757537571258,0.40632653529367957,1.3756434791318441,0.14713419104175027,0.3298496549603768,0.08479551689857331
2,10,NoInstructions,LowTide,2,1,20.982,0.9413737524333382,0.572667243503776,1.1383821880784173,0.6016735834463387,1.306876524096569,0.15795036117670283,0.3082861735195391,0.055090617937200104
3,10,NoInstructions,LowTide,3,0,13.797,0.5402634364091177,0.24446813369702286,0.7026614096578121,0.2541957372228608,1.5237536637727813,0.1521977580632642,0.2870750461624813,0.08390673051090981
4,10,NoInstructions,HighTide,0,0,39.371,0.43865511722712797,0.2603835241984188,0.4950592975367053,0.35711975366268295,1.3643514217426582,0.3558935087183104,0.3495538188856085,0.08639383228197373
5,10,NoInstructions,HighTide,1,0,32.496,1.4507784442773468,0.6112347273947424,1.596328138806082,0.6976699262801266,1.309787689624695,0.24027887293641065,0.3409935850601505,0.07214663364427616
6,10,NoInstructions,HighTide,2,0,18.916,0.5910439296612497,0.1957185575738901,0.7911935421638097,0.20712964297708206,1.1688354622139228,0.0927917100427897,0.3063332409238454,0.07135876376884692
7,10,NoInstructions,HighTide,3,0,21.674,0.9285520278569572,0.3553381615107596,1.0794803182318398,0.38900312901874856,1.3725748081024858,0.22402970149876855,0.2795846511406785,0.08834404910943364
8,10,Imitation,LowTide,0,0,16.599,0.2677083400526138,0.16491103285840145,0.3732483044010003,0.18511936727167488,2.322356797462711,0.10296549467921098,0.22256489782468833,0.053124673014863066
9,10,Imitation,LowTide,1,0,29.245,0.9654333018106283,0.5088633977241616,1.1807275580095322,0.5534854482341823,2.0277370371468812,0.3290142999754778,0.3568690671606722,0.12605260042004612
10,10,Imitation,LowTide,2,0,27.496,0.9686039696128793,0.4379310482724171,1.2381876671416348,0.49079215435787854,2.1016731272652454,0.251877795559741,0.42127320270709107,0.16346888025169046
11,10,Imitation,LowTide,3,1,44.759,0.9123205282210358,0.2981207058059183,1.1008753515206078,0.3401269176872196,2.000390534596643,0.3539460042581191,0.33181622289048646,0.14071032197807964
12,10,Imitation,HighTide,0,0,42.369,1.3678432411680126,0.6325822121533162,1.5055803895267672,0.6470697730710717,1.99556014351974,0.7336504987178278,0.21264928318483034,0.05969736203655416
13,10,Imitation,HighTide,1,0,35.67,1.0524765970133187,0.3422840977763374,1.2095820388354293,0.3577693481051444,2.364386178773144,0.16311888714290265,0.2615316104669788,0.10264904032576014
14,10,Imitation,HighTide,2,0,32.445,1.0216933708648728,0.4484779680319814,1.2022894514051923,0.46341300359255033,2.3494331046256915,0.1470394701067,0.269884188858012,0.07523255580340521
15,10,Imitation,HighTide,3,0,34.468,0.5485213408657945,0.25154224010045706,0.7182399836099722,0.2977736487660765,2.159874074202702,0.28361008600656074,0.3226297502605271,0.14889826671345582
16,10,Gamification,LowTide,0,0,9.744,1.846908148011118,1.320514082821717,1.7696481306250207,1.2879543976794898,1.0482953941480937,0.2685587591527527,0.21528729535394792,0.0754564036245579
